Id,Class
3246,Brisbane
3247,Sydney
3248,Perth
3249,Melbourne
3250,Brisbane
3251,Melbourne
3252,Brisbane
3253,Sydney
3254,Sydney
3255,Brisbane
3256,Sydney
3257,Melbourne
3258,Perth
3259,Perth
3260,Brisbane
3261,Perth
3262,Melbourne
3263,Melbourne
3264,Perth
3265,Melbourne
3266,Perth
3267,Sydney
3268,Melbourne
3269,Melbourne
3270,Melbourne
3271,Sydney
3272,Melbourne
3273,Perth
3274,Melbourne
3275,Perth
3276,Perth
3277,Melbourne
3278,Melbourne
3279,Perth
3280,Brisbane
3281,Sydney
3282,Perth
3283,Brisbane
3284,Perth
3285,Perth
3286,Melbourne
3287,Brisbane
3288,Melbourne
3289,Melbourne
3290,Perth
3291,Melbourne
3292,Sydney
3293,Melbourne
3294,Brisbane
3295,Sydney
3296,Brisbane
3297,Perth
3298,Sydney
3299,Perth
3300,Perth
3301,Sydney
3302,Sydney
3303,Sydney
3304,Perth
3305,Perth
3306,Sydney
3307,Perth
3308,Brisbane
3309,Sydney
3310,Brisbane
3311,Sydney
3312,Brisbane
3313,Perth
3314,Sydney
3315,Sydney
3316,Perth
3317,Melbourne
3318,Perth
3319,Sydney
3320,Brisbane
3321,Melbourne
3322,Sydney
3323,Brisbane
3324,Perth
3325,Sydney
3326,Brisbane
3327,Perth
3328,Melbourne
3329,Perth
3330,Brisbane
3331,Perth
3332,Brisbane
3333,Brisbane
3334,Melbourne
3335,Brisbane
3336,Perth
3337,Brisbane
3338,Brisbane
3339,Melbourne
3340,Melbourne
3341,Brisbane
3342,Melbourne
3343,Sydney
3344,Sydney
3345,Melbourne
3346,Melbourne
3347,Sydney
3348,Sydney
3349,Brisbane
3350,Brisbane
3351,Perth
3352,Perth
3353,Melbourne
3354,Melbourne
3355,Melbourne
3356,Melbourne
3357,Melbourne
3358,Perth
3359,Sydney
3360,Perth
3361,Brisbane
3362,Perth
3363,Melbourne
3364,Sydney
3365,Sydney
3366,Melbourne
3367,Sydney
3368,Melbourne
3369,Melbourne
3370,Melbourne
3371,Melbourne
3372,Sydney
3373,Sydney
3374,Perth
3375,Sydney
3376,Melbourne
3377,Melbourne
3378,Brisbane
3379,Melbourne
3380,Sydney
3381,Sydney
3382,Melbourne
3383,Brisbane
3384,Sydney
3385,Brisbane
3386,Sydney
3387,Perth
3388,Perth
3389,Sydney
3390,Brisbane
3391,Sydney
3392,Perth
3393,Sydney
3394,Perth
3395,Sydney
3396,Melbourne
3397,Perth
3398,Sydney
3399,Melbourne
3400,Sydney
3401,Melbourne
3402,Melbourne
3403,Brisbane
3404,Brisbane
3405,Sydney
3406,Sydney
3407,Perth
3408,Melbourne
3409,Perth
3410,Sydney
3411,Brisbane
3412,Perth
3413,Melbourne
3414,Perth
3415,Sydney
3416,Sydney
3417,Brisbane
3418,Sydney
3419,Sydney
3420,Brisbane
3421,Perth
3422,Brisbane
3423,Perth
3424,Sydney
3425,Melbourne
3426,Sydney
3427,Melbourne
3428,Perth
3429,Brisbane
3430,Sydney
3431,Brisbane
3432,Brisbane
3433,Perth
3434,Brisbane
3435,Brisbane
3436,Brisbane
3437,Brisbane
3438,Perth
3439,Brisbane
3440,Melbourne
3441,Melbourne
3442,Brisbane
3443,Melbourne
3444,Brisbane
3445,Brisbane
3446,Sydney
3447,Brisbane
3448,Melbourne
3449,Perth
3450,Sydney
3451,Brisbane
3452,Melbourne
3453,Melbourne
3454,Perth
3455,Melbourne
3456,Sydney
3457,Perth
3458,Perth
3459,Brisbane
3460,Sydney
3461,Brisbane
3462,Perth
3463,Sydney
3464,Perth
3465,Melbourne
3466,Perth
3467,Brisbane
3468,Melbourne
3469,Brisbane
3470,Melbourne
3471,Melbourne
3472,Sydney
3473,Sydney
3474,Brisbane
3475,Melbourne
3476,Sydney
3477,Melbourne
3478,Perth
3479,Sydney
3480,Perth
3481,Sydney
3482,Sydney
3483,Melbourne
3484,Melbourne
3485,Melbourne
3486,Perth
3487,Perth
3488,Perth
3489,Brisbane
3490,Perth
3491,Brisbane
3492,Sydney
3493,Melbourne
3494,Brisbane
3495,Brisbane
3496,Perth
3497,Brisbane
3498,Sydney
3499,Melbourne
3500,Melbourne
3501,Perth
3502,Sydney
3503,Brisbane
3504,Melbourne
3505,Sydney
3506,Sydney
3507,Sydney
3508,Brisbane
3509,Melbourne
3510,Sydney
3511,Sydney
3512,Brisbane
3513,Sydney
3514,Perth
3515,Brisbane
3516,Brisbane
3517,Perth
3518,Perth
3519,Sydney
3520,Sydney
3521,Sydney
3522,Brisbane
3523,Melbourne
3524,Melbourne
3525,Perth
3526,Brisbane
3527,Sydney
3528,Perth
3529,Perth
3530,Melbourne
3531,Brisbane
3532,Perth
3533,Perth
3534,Melbourne
3535,Brisbane
3536,Sydney
3537,Brisbane
3538,Perth
3539,Brisbane
3540,Sydney
3541,Perth
3542,Melbourne
3543,Perth
3544,Perth
3545,Perth
3546,Sydney
3547,Melbourne
3548,Brisbane
3549,Brisbane
3550,Melbourne
3551,Perth
3552,Brisbane
3553,Sydney
3554,Perth
3555,Brisbane
3556,Perth
3557,Perth
3558,Melbourne
3559,Perth
3560,Brisbane
3561,Sydney
3562,Melbourne
3563,Perth
3564,Sydney
3565,Perth
3566,Melbourne
3567,Perth
3568,Perth
3569,Brisbane
3570,Melbourne
3571,Perth
3572,Melbourne
3573,Brisbane
3574,Melbourne
3575,Brisbane
3576,Brisbane
3577,Sydney
3578,Perth
3579,Sydney
3580,Brisbane
3581,Perth
3582,Perth
3583,Melbourne
3584,Melbourne
3585,Sydney
3586,Melbourne
3587,Melbourne
3588,Melbourne
3589,Brisbane
3590,Brisbane
3591,Sydney
3592,Melbourne
3593,Melbourne
3594,Sydney
3595,Perth
3596,Sydney
3597,Perth
3598,Perth
3599,Brisbane
3600,Perth
3601,Perth
3602,Melbourne
3603,Sydney
3604,Sydney
3605,Melbourne
3606,Brisbane
3607,Perth
3608,Melbourne
3609,Sydney
3610,Sydney
3611,Brisbane
3612,Perth
3613,Perth
3614,Brisbane
3615,Melbourne
3616,Perth
3617,Perth
3618,Brisbane
3619,Perth
3620,Melbourne
3621,Melbourne
3622,Perth
3623,Perth
3624,Perth
3625,Melbourne
3626,Brisbane
3627,Brisbane
3628,Melbourne
3629,Melbourne
3630,Brisbane
3631,Brisbane
3632,Melbourne
3633,Perth
3634,Brisbane
3635,Brisbane
3636,Perth
3637,Sydney
3638,Sydney
3639,Perth
3640,Perth
3641,Brisbane
3642,Sydney
3643,Melbourne
3644,Melbourne
3645,Sydney
3646,Perth
3647,Brisbane
3648,Sydney
3649,Sydney
3650,Perth
3651,Brisbane
3652,Brisbane
3653,Sydney
3654,Perth
3655,Perth
3656,Perth
3657,Sydney
3658,Perth
3659,Brisbane
3660,Sydney
3661,Perth
3662,Brisbane
3663,Perth
3664,Melbourne
3665,Brisbane
3666,Perth
3667,Brisbane
3668,Brisbane
3669,Sydney
3670,Melbourne
3671,Perth
3672,Brisbane
3673,Brisbane
3674,Melbourne
3675,Sydney
3676,Sydney
3677,Sydney
3678,Melbourne
3679,Perth
3680,Melbourne
3681,Perth
3682,Brisbane
3683,Brisbane
3684,Brisbane
3685,Brisbane
3686,Sydney
3687,Perth
3688,Sydney
3689,Brisbane
3690,Melbourne
3691,Brisbane
3692,Brisbane
3693,Perth
3694,Melbourne
3695,Brisbane
3696,Perth
3697,Sydney
3698,Melbourne
3699,Perth
3700,Melbourne
3701,Brisbane
3702,Sydney
3703,Melbourne
3704,Sydney
3705,Melbourne
3706,Sydney
3707,Perth
3708,Perth
3709,Sydney
3710,Melbourne
3711,Sydney
3712,Sydney
3713,Perth
3714,Brisbane
3715,Sydney
3716,Brisbane
3717,Perth
3718,Perth
3719,Melbourne
3720,Brisbane
3721,Brisbane
3722,Brisbane
3723,Perth
3724,Brisbane
3725,Perth
3726,Brisbane
3727,Sydney
3728,Melbourne
3729,Brisbane
3730,Brisbane
3731,Sydney
3732,Melbourne
3733,Perth
3734,Sydney
3735,Brisbane
3736,Perth
3737,Melbourne
3738,Sydney
3739,Perth
3740,Sydney
3741,Brisbane
3742,Melbourne
3743,Perth
3744,Perth
3745,Brisbane
3746,Melbourne
3747,Perth
3748,Brisbane
3749,Perth
3750,Melbourne
3751,Perth
3752,Sydney
3753,Sydney
3754,Brisbane
3755,Melbourne
3756,Perth
3757,Sydney
3758,Sydney
3759,Melbourne
3760,Sydney
3761,Sydney
3762,Brisbane
3763,Melbourne
3764,Brisbane
3765,Sydney
3766,Sydney
3767,Brisbane
3768,Perth
3769,Perth
3770,Brisbane
3771,Brisbane
3772,Brisbane
3773,Perth
3774,Sydney
3775,Brisbane
3776,Brisbane
3777,Brisbane
3778,Sydney
3779,Brisbane
3780,Melbourne
3781,Perth
3782,Sydney
3783,Perth
3784,Perth
3785,Perth
3786,Perth
3787,Sydney
3788,Perth
3789,Brisbane
3790,Brisbane
3791,Perth
3792,Melbourne
3793,Perth
3794,Melbourne
3795,Sydney
3796,Perth
3797,Brisbane
3798,Brisbane
3799,Brisbane
3800,Brisbane
3801,Brisbane
3802,Melbourne
3803,Perth
3804,Brisbane
3805,Sydney
3806,Sydney
3807,Sydney
3808,Brisbane
3809,Brisbane
3810,Perth
3811,Melbourne
3812,Sydney
3813,Melbourne
3814,Melbourne
3815,Perth
3816,Perth
3817,Brisbane
3818,Perth
3819,Sydney
3820,Brisbane
3821,Perth
3822,Melbourne
3823,Perth
3824,Sydney
3825,Perth
3826,Melbourne
3827,Perth
3828,Perth
3829,Melbourne
3830,Perth
3831,Perth
3832,Sydney
3833,Brisbane
3834,Brisbane
3835,Melbourne
3836,Sydney
3837,Brisbane
3838,Brisbane
3839,Brisbane
3840,Perth
3841,Brisbane
3842,Perth
3843,Brisbane
3844,Perth
3845,Perth
3846,Brisbane
3847,Melbourne
3848,Sydney
3849,Brisbane
3850,Perth
3851,Melbourne
3852,Melbourne
3853,Brisbane
3854,Sydney
3855,Brisbane
3856,Melbourne
3857,Brisbane
3858,Brisbane
3859,Melbourne
3860,Melbourne
3861,Brisbane
3862,Sydney
3863,Melbourne
3864,Brisbane
3865,Perth
3866,Brisbane
3867,Sydney
3868,Melbourne
3869,Brisbane
3870,Sydney
3871,Sydney
3872,Brisbane
3873,Brisbane
3874,Perth
3875,Perth
3876,Melbourne
3877,Perth
3878,Melbourne
3879,Brisbane
3880,Brisbane
3881,Perth
3882,Sydney
3883,Sydney
3884,Perth
3885,Perth
3886,Brisbane
3887,Brisbane
3888,Brisbane
3889,Melbourne
3890,Perth
3891,Perth
3892,Perth
3893,Sydney
3894,Brisbane
3895,Perth
3896,Sydney
3897,Sydney
3898,Sydney
3899,Perth
3900,Melbourne
3901,Perth
3902,Perth
3903,Perth
3904,Brisbane
3905,Melbourne
3906,Perth
3907,Brisbane
3908,Perth
3909,Sydney
3910,Perth
3911,Perth
3912,Brisbane
3913,Sydney
3914,Melbourne
3915,Melbourne
3916,Sydney
3917,Melbourne
3918,Melbourne
3919,Perth
3920,Brisbane
3921,Perth
3922,Sydney
3923,Perth
3924,Melbourne
3925,Brisbane
3926,Brisbane
3927,Sydney
3928,Brisbane
3929,Brisbane
3930,Perth
3931,Melbourne
3932,Melbourne
3933,Sydney
3934,Perth
3935,Melbourne
3936,Brisbane
3937,Melbourne
3938,Brisbane
3939,Perth
3940,Brisbane
3941,Perth
3942,Perth
3943,Perth
3944,Sydney
3945,Sydney
3946,Perth
3947,Perth
3948,Melbourne
3949,Sydney
3950,Perth
3951,Brisbane
3952,Brisbane
3953,Brisbane
3954,Sydney
3955,Sydney
3956,Perth
3957,Brisbane
3958,Sydney
3959,Melbourne
3960,Sydney
3961,Brisbane
3962,Brisbane
3963,Perth
3964,Brisbane
3965,Perth
3966,Melbourne
3967,Melbourne
3968,Perth
3969,Sydney
3970,Melbourne
3971,Brisbane
3972,Melbourne
3973,Sydney
3974,Melbourne
3975,Brisbane
3976,Melbourne
3977,Melbourne
3978,Perth
3979,Brisbane
3980,Brisbane
3981,Melbourne
3982,Brisbane
3983,Melbourne
3984,Perth
3985,Brisbane
3986,Sydney
3987,Sydney
3988,Melbourne
3989,Sydney
3990,Sydney
3991,Sydney
3992,Perth
3993,Brisbane
3994,Perth
3995,Melbourne
3996,Sydney
3997,Sydney
3998,Melbourne
3999,Perth
31000,Brisbane
31001,Melbourne
31002,Melbourne
31003,Sydney
31004,Brisbane
31005,Melbourne
31006,Brisbane
31007,Perth
31008,Brisbane
31009,Perth
31010,Melbourne
31011,Melbourne
31012,Perth
31013,Sydney
31014,Brisbane
31015,Sydney
31016,Brisbane
31017,Perth
31018,Sydney
31019,Melbourne
31020,Brisbane
31021,Melbourne
31022,Perth
31023,Sydney
31024,Perth
31025,Brisbane
31026,Sydney
31027,Perth
31028,Brisbane
31029,Sydney
31030,Perth
31031,Melbourne
31032,Sydney
31033,Sydney
31034,Perth
31035,Perth
31036,Perth
31037,Sydney
31038,Perth
31039,Melbourne
31040,Perth
31041,Melbourne
31042,Perth
31043,Perth
31044,Brisbane
31045,Melbourne
31046,Sydney
31047,Sydney
31048,Brisbane
31049,Sydney
31050,Brisbane
31051,Perth
31052,Melbourne
31053,Sydney
31054,Melbourne
31055,Melbourne
31056,Brisbane
31057,Melbourne
31058,Sydney
31059,Melbourne
31060,Brisbane
31061,Sydney
31062,Brisbane
31063,Sydney
31064,Sydney
31065,Melbourne
31066,Melbourne
31067,Melbourne
31068,Melbourne
31069,Brisbane
31070,Perth
31071,Melbourne
31072,Melbourne
31073,Sydney
31074,Sydney
31075,Perth
31076,Perth
31077,Perth
31078,Sydney
31079,Brisbane
31080,Sydney
31081,Brisbane
31082,Perth
31083,Perth
31084,Sydney
31085,Melbourne
31086,Perth
31087,Perth
31088,Sydney
31089,Melbourne
31090,Melbourne
31091,Perth
31092,Perth
31093,Perth
31094,Perth
31095,Sydney
31096,Melbourne
31097,Melbourne
31098,Brisbane
31099,Perth
31100,Perth
31101,Melbourne
31102,Sydney
31103,Perth
31104,Perth
31105,Brisbane
31106,Sydney
31107,Brisbane
31108,Melbourne
31109,Brisbane
31110,Brisbane
31111,Sydney
31112,Perth
31113,Perth
31114,Sydney
31115,Perth
31116,Brisbane
31117,Perth
31118,Sydney
31119,Melbourne
31120,Sydney
31121,Sydney
31122,Sydney
31123,Perth
31124,Perth
31125,Sydney
31126,Brisbane
31127,Brisbane
31128,Perth
31129,Melbourne
31130,Sydney
31131,Perth
31132,Melbourne
31133,Brisbane
31134,Sydney
31135,Brisbane
31136,Sydney
31137,Brisbane
31138,Melbourne
31139,Melbourne
31140,Brisbane
31141,Melbourne
31142,Perth
31143,Perth
31144,Brisbane
31145,Brisbane
31146,Perth
31147,Melbourne
31148,Melbourne
31149,Brisbane
31150,Brisbane
31151,Melbourne
31152,Melbourne
31153,Brisbane
31154,Sydney
31155,Perth
31156,Perth
31157,Sydney
31158,Brisbane
31159,Sydney
31160,Perth
31161,Perth
31162,Perth
31163,Perth
31164,Brisbane
31165,Melbourne
31166,Melbourne
31167,Sydney
31168,Perth
31169,Brisbane
31170,Sydney
31171,Sydney
31172,Sydney
31173,Brisbane
31174,Sydney
31175,Perth
31176,Sydney
31177,Perth
31178,Brisbane
31179,Sydney
31180,Perth
31181,Melbourne
31182,Perth
31183,Brisbane
31184,Perth
31185,Melbourne
31186,Melbourne
31187,Sydney
31188,Perth
31189,Melbourne
31190,Perth
31191,Sydney
31192,Perth
31193,Melbourne
31194,Perth
31195,Sydney
31196,Melbourne
31197,Sydney
31198,Brisbane
31199,Melbourne
31200,Sydney
31201,Sydney
31202,Sydney
31203,Brisbane
31204,Brisbane
31205,Perth
31206,Sydney
31207,Perth
31208,Melbourne
31209,Brisbane
31210,Perth
31211,Brisbane
31212,Perth
31213,Perth
31214,Brisbane
31215,Perth
31216,Melbourne
31217,Melbourne
31218,Sydney
31219,Sydney
31220,Brisbane
31221,Perth
31222,Brisbane
31223,Perth
31224,Sydney
31225,Melbourne
31226,Melbourne
31227,Perth
31228,Brisbane
31229,Melbourne
31230,Melbourne
31231,Sydney
31232,Sydney
31233,Sydney
31234,Sydney
31235,Melbourne
31236,Perth
31237,Perth
31238,Melbourne
31239,Brisbane
31240,Perth
31241,Brisbane
31242,Perth
31243,Brisbane
31244,Melbourne
31245,Sydney
31246,Melbourne
31247,Sydney
31248,Melbourne
31249,Melbourne
31250,Brisbane
31251,Brisbane
31252,Perth
31253,Brisbane
31254,Brisbane
31255,Perth
31256,Melbourne
31257,Melbourne
31258,Brisbane
31259,Sydney
31260,Brisbane
31261,Brisbane
31262,Perth
31263,Perth
31264,Melbourne
31265,Brisbane
31266,Perth
31267,Perth
31268,Melbourne
31269,Perth
31270,Perth
31271,Brisbane
31272,Perth
31273,Perth
31274,Melbourne
31275,Melbourne
31276,Sydney
31277,Melbourne
31278,Brisbane
31279,Perth
31280,Perth
31281,Brisbane
31282,Melbourne
31283,Perth
31284,Perth
31285,Brisbane
31286,Melbourne
31287,Brisbane
31288,Sydney
31289,Perth
31290,Brisbane
31291,Brisbane
31292,Perth
31293,Sydney
31294,Perth
31295,Brisbane
31296,Sydney
31297,Melbourne
31298,Brisbane
31299,Sydney
31300,Perth
31301,Perth
31302,Brisbane
31303,Perth
31304,Brisbane
31305,Melbourne
31306,Sydney
31307,Perth
31308,Perth
31309,Sydney
31310,Brisbane
31311,Brisbane
31312,Brisbane
31313,Perth
31314,Perth
31315,Melbourne
31316,Perth
31317,Brisbane
31318,Brisbane
31319,Sydney
31320,Perth
31321,Perth
31322,Perth
31323,Melbourne
31324,Brisbane
31325,Sydney
31326,Perth
31327,Brisbane
31328,Melbourne
31329,Perth
31330,Sydney
31331,Brisbane
31332,Melbourne
31333,Melbourne
31334,Sydney
31335,Perth
31336,Perth
31337,Melbourne
31338,Perth
31339,Perth
31340,Perth
31341,Sydney
31342,Brisbane
31343,Perth
31344,Sydney
31345,Brisbane
31346,Sydney
31347,Brisbane
31348,Melbourne
31349,Melbourne
31350,Sydney
31351,Perth
31352,Brisbane
31353,Sydney
31354,Melbourne
31355,Brisbane
31356,Sydney
31357,Brisbane
31358,Sydney
31359,Melbourne
31360,Sydney
31361,Perth
31362,Sydney
31363,Brisbane
31364,Sydney
31365,Perth
31366,Sydney
31367,Perth
31368,Sydney
31369,Perth
31370,Brisbane
31371,Perth
31372,Melbourne
31373,Perth
31374,Melbourne
31375,Sydney
31376,Sydney
31377,Perth
31378,Melbourne
31379,Perth
31380,Melbourne
31381,Brisbane
31382,Sydney
31383,Perth
31384,Brisbane
31385,Melbourne
31386,Brisbane
31387,Brisbane
31388,Perth
31389,Perth
31390,Perth
31391,Perth
31392,Perth
31393,Brisbane
31394,Sydney
31395,Perth
31396,Brisbane
31397,Melbourne
31398,Sydney
31399,Sydney
31400,Brisbane
31401,Sydney
31402,Brisbane
31403,Perth
31404,Brisbane
31405,Perth
31406,Perth
31407,Perth
31408,Brisbane
31409,Perth
31410,Melbourne
31411,Perth
31412,Perth
31413,Melbourne
31414,Melbourne
31415,Brisbane
31416,Brisbane
31417,Sydney
31418,Melbourne
31419,Brisbane
31420,Melbourne
31421,Melbourne
31422,Melbourne
31423,Sydney
31424,Perth
31425,Brisbane
31426,Brisbane
31427,Melbourne
31428,Perth
31429,Perth
31430,Perth
31431,Brisbane
31432,Brisbane
31433,Perth
31434,Sydney
31435,Perth
31436,Sydney
31437,Brisbane
31438,Brisbane
31439,Perth
31440,Sydney
31441,Melbourne
31442,Brisbane
31443,Brisbane
31444,Sydney
31445,Perth
31446,Perth
31447,Brisbane
31448,Melbourne
31449,Sydney
31450,Melbourne
31451,Melbourne
31452,Brisbane
31453,Melbourne
31454,Sydney
31455,Melbourne
31456,Perth
31457,Melbourne
31458,Melbourne
31459,Brisbane
31460,Perth
31461,Perth
31462,Melbourne
31463,Sydney
31464,Melbourne
31465,Sydney
31466,Brisbane
31467,Sydney
31468,Brisbane
31469,Perth
31470,Melbourne
31471,Perth
31472,Perth
31473,Melbourne
31474,Brisbane
31475,Brisbane
31476,Sydney
31477,Brisbane
31478,Perth
31479,Brisbane
31480,Brisbane
31481,Sydney
31482,Perth
31483,Melbourne
31484,Perth
31485,Melbourne
31486,Brisbane
31487,Brisbane
31488,Sydney
31489,Perth
31490,Brisbane
31491,Melbourne
31492,Perth
31493,Sydney
31494,Melbourne
31495,Perth
31496,Melbourne
31497,Perth
31498,Melbourne
31499,Perth
31500,Melbourne
31501,Brisbane
31502,Sydney
31503,Perth
31504,Brisbane
31505,Sydney
31506,Brisbane
31507,Sydney
31508,Melbourne
31509,Perth
31510,Brisbane
31511,Melbourne
31512,Perth
31513,Melbourne
31514,Sydney
31515,Perth
31516,Sydney
31517,Sydney
31518,Melbourne
31519,Sydney
31520,Brisbane
31521,Perth
31522,Melbourne
31523,Brisbane
31524,Brisbane
31525,Perth
31526,Melbourne
31527,Brisbane
31528,Perth
31529,Sydney
31530,Perth
31531,Perth
31532,Perth
31533,Perth
31534,Perth
31535,Brisbane
31536,Perth
31537,Sydney
31538,Perth
31539,Sydney
31540,Brisbane
31541,Brisbane
31542,Perth
31543,Brisbane
31544,Brisbane
31545,Perth
31546,Brisbane
31547,Sydney
31548,Sydney
31549,Melbourne
31550,Sydney
31551,Sydney
31552,Sydney
31553,Brisbane
31554,Brisbane
31555,Brisbane
31556,Melbourne
31557,Brisbane
31558,Perth
31559,Perth
31560,Melbourne
31561,Perth
31562,Perth
31563,Perth
31564,Sydney
31565,Brisbane
31566,Perth
31567,Brisbane
31568,Brisbane
31569,Perth
31570,Brisbane
31571,Brisbane
31572,Sydney
31573,Perth
31574,Perth
31575,Melbourne
31576,Melbourne
31577,Melbourne
31578,Perth
31579,Melbourne
31580,Melbourne
31581,Perth
31582,Melbourne
31583,Perth
31584,Brisbane
31585,Brisbane
31586,Melbourne
31587,Brisbane
31588,Melbourne
31589,Sydney
31590,Sydney
31591,Sydney
31592,Sydney
31593,Brisbane
31594,Brisbane
31595,Perth
31596,Brisbane
31597,Sydney
31598,Brisbane
31599,Sydney
31600,Brisbane
31601,Perth
31602,Sydney
31603,Brisbane
31604,Melbourne
31605,Brisbane
31606,Sydney
31607,Perth
31608,Sydney
31609,Perth
31610,Melbourne
31611,Sydney
31612,Sydney
31613,Melbourne
31614,Perth
31615,Brisbane
31616,Perth
31617,Melbourne
31618,Brisbane
31619,Melbourne
31620,Sydney
31621,Sydney
31622,Brisbane
31623,Melbourne
31624,Perth
31625,Perth
31626,Perth
31627,Sydney
31628,Melbourne
31629,Sydney
31630,Melbourne
31631,Perth
31632,Brisbane
31633,Melbourne
31634,Perth
31635,Melbourne
31636,Sydney
31637,Melbourne
31638,Brisbane
31639,Sydney
31640,Sydney
31641,Melbourne
31642,Perth
31643,Perth
31644,Brisbane
31645,Sydney
31646,Brisbane
31647,Melbourne
31648,Melbourne
31649,Sydney
31650,Perth
31651,Melbourne
31652,Brisbane
31653,Perth
31654,Brisbane
31655,Perth
31656,Melbourne
31657,Perth
31658,Sydney
31659,Perth
31660,Perth
31661,Melbourne
31662,Sydney
31663,Sydney
31664,Sydney
31665,Melbourne
31666,Melbourne
31667,Melbourne
31668,Sydney
31669,Sydney
31670,Sydney
31671,Perth
31672,Perth
31673,Melbourne
31674,Perth
31675,Melbourne
31676,Melbourne
31677,Perth
31678,Perth
31679,Perth
31680,Brisbane
31681,Sydney
31682,Perth
31683,Perth
31684,Perth
31685,Sydney
31686,Brisbane
31687,Sydney
31688,Perth
31689,Brisbane
31690,Brisbane
31691,Perth
31692,Perth
31693,Brisbane
31694,Brisbane
31695,Melbourne
31696,Melbourne
31697,Brisbane
31698,Melbourne
31699,Sydney
31700,Brisbane
31701,Perth
31702,Sydney
31703,Sydney
31704,Melbourne
31705,Melbourne
31706,Perth
31707,Perth
31708,Perth
31709,Perth
31710,Perth
31711,Sydney
31712,Sydney
31713,Brisbane
31714,Brisbane
31715,Brisbane
31716,Brisbane
31717,Brisbane
31718,Sydney
31719,Brisbane
31720,Perth
31721,Perth
31722,Brisbane
